date,day_of_week,month,quarter,week_of_year,hour_of_day,is_weekend,is_holiday,season,days_since_start,num_items,total_amount,avg_item_price,max_item_price,discount_pct,coupon_applied,promo_code,loyalty_points_used,loyalty_points_earned,tax_amount,net_amount,payment_method,transaction_type,receipt_issued,customer_type,customer_age_group,customer_gender,customer_tenure_days,purchase_frequency_pm,avg_basket_size_hist,customer_lifetime_value,distance_from_shop_km,referral_source,customer_segment,primary_category,num_categories_purchased,food_items_count,clothing_items_count,electronics_items_count,stationery_items_count,home_items_count,beauty_items_count,toys_items_count,perishable_pct,branded_items_pct,private_label_pct,high_margin_items_count,low_margin_items_count,items_on_promotion,staff_on_duty,cashier_experience_yrs,queue_length_at_entry,time_in_store_minutes,checkout_time_seconds,stock_replenished_today,store_footfall_today,promoter_present,weather_condition,temperature_celsius,local_event_nearby,competitor_sale_ongoing,payday_week,festival_period,school_term_active,transport_disruption,nearby_construction,social_media_promo_active,daily_revenue_so_far,daily_txn_count_so_far,daily_target_progress_pct,shop_operating_cost_daily,gross_margin_pct,inventory_value_today,cash_in_register,high_value_transaction
2023-10-05,3,10,4,40,17,0,1,autumn,461,8,723.7,90.46,169.23,0.0,0,0,0,7,130.27,723.7,wallet,sale,1,new,adult,F,0,0.6,0.0,0.0,3.29,search,regular,food,3,4,0,1,0,1,0,0,50.0,51.6,33.1,1,6,2,3,0.6,16.0,24,277,1,269,0,stormy,24.8,0,1,1,1,1,0,0,0,10154.9,26,24.9,6339.0,20.8,355941.0,74439.0,1
2023-10-05,3,10,4,40,17,0,1,autumn,461,11,6412.19,582.93,1180.7,0.0,0,1,0,64,1154.19,6412.19,card,sale,1,new,young_adult,F,0,1.0,0.0,,5.73,search,premium,electronics,5,2,1,1,0,1,2,1,18.2,39.4,52.7,4,2,4,2,0.6,0.0,43,193,1,409,0,sunny,22.4,0,0,1,1,1,0,0,0,21706.74,15,67.1,4263.0,13.7,343578.0,52109.0,1
2023-10-06,4,10,4,40,13,0,1,autumn,462,5,612.41,122.48,248.43,0.0,0,0,261,6,110.23,612.41,cash,sale,1,returning,teen,F,74,3.0,21.7,803.0,7.38,friend,regular,food,3,1,2,0,2,0,0,0,20.0,48.7,39.4,0,7,1,6,4.7,9.0,49,266,0,312,0,cloudy,23.6,0,0,1,1,1,0,1,0,20375.89,15,50.6,6319.0,37.9,461240.0,30888.0,0
2023-10-06,4,10,4,40,10,0,1,autumn,462,2,405.68,202.84,216.32,0.0,0,0,381,4,73.02,405.68,card,sale,1,loyal,senior,F,478,5.7,35.39,2456.0,8.86,friend,budget,stationery,3,0,0,0,1,1,0,1,0.0,74.0,14.7,0,3,0,5,0.1,4.0,60,155,0,315,0,cloudy,30.9,0,0,1,1,1,0,0,0,5141.77,20,19.1,5389.0,18.1,331476.0,13879.0,0
2023-10-06,4,10,4,40,10,0,1,autumn,462,5,441.4,88.28,144.45,0.0,0,0,62,4,79.45,441.4,card,sale,1,returning,young_adult,F,139,3.2,5.15,203.0,5.33,walk_in,budget,food,4,1,2,0,0,1,0,1,20.0,45.9,40.8,0,6,1,2,9.6,17.0,19,88,1,279,0,sunny,29.7,0,0,1,1,1,0,0,0,26960.82,38,78.0,6408.0,22.0,435389.0,52630.0,0
2023-10-06,4,10,4,40,17,0,1,autumn,462,13,657.47,50.57,124.56,0.0,0,1,0,6,118.34,657.47,wallet,sale,1,new,young_adult,M,0,0.9,0.0,0.0,3.42,search,budget,food,3,1,0,0,0,1,2,0,7.7,68.9,26.0,2,1,0,3,8.5,11.0,21,72,0,292,0,sunny,23.8,0,0,1,1,1,0,0,0,24237.91,21,63.6,5297.0,40.7,518097.0,54635.0,0
2023-10-06,4,10,4,40,14,0,1,autumn,462,10,446.65,44.66,95.46,0.0,0,0,41,4,80.4,446.65,upi,sale,1,loyal,adult,M,326,4.9,103.16,6169.0,4.34,search,premium,stationery,4,2,2,0,5,0,1,0,20.0,44.1,40.8,0,6,1,2,1.3,17.0,10,128,0,276,0,cloudy,23.5,0,0,1,1,1,0,0,0,25566.99,8,83.6,5503.0,44.3,598820.0,6917.0,0
2023-10-06,4,10,4,40,14,0,1,autumn,462,8,615.53,76.94,99.04,12.0,1,0,0,6,110.8,541.89,cash,sale,1,new,young_adult,M,0,0.4,0.0,0.0,7.12,walk_in,budget,food,4,6,1,0,0,1,0,1,75.0,36.9,47.1,2,1,2,6,3.2,2.0,55,136,0,312,0,cloudy,24.8,0,0,1,1,1,0,0,1,15901.37,24,49.1,5011.0,40.1,642095.0,46416.0,0
2023-10-06,4,10,4,40,18,0,1,autumn,462,9,679.27,75.47,123.9,0.0,0,0,464,6,122.27,679.27,cash,sale,1,returning,young_adult,F,152,1.0,268.38,3489.0,8.39,friend,regular,food,3,5,2,0,0,1,0,0,55.6,20.4,74.6,3,2,1,8,9.6,3.0,35,55,0,357,0,cloudy,23.9,0,0,1,1,1,0,0,0,12422.23,28,41.1,5171.0,41.3,762835.0,79396.0,0
2023-10-07,5,10,4,40,9,1,1,autumn,463,14,1825.88,130.42,220.76,28.4,1,0,0,18,328.66,1306.62,card,sale,1,new,young_adult,F,0,0.4,0.0,0.0,9.12,social,regular,home,1,0,0,0,0,1,0,0,0.0,23.5,58.2,4,2,1,6,,12.0,16,283,0,332,0,rainy,23.5,1,0,1,1,1,0,0,1,11838.56,34,53.6,4707.0,35.0,581207.0,51524.0,1
2023-10-07,5,10,4,40,18,1,1,autumn,463,12,2518.67,209.89,517.89,0.0,0,0,207,25,453.36,2518.67,upi,sale,0,returning,adult,M,119,3.8,26.22,1222.0,1.18,search,premium,home,5,1,2,0,1,3,1,0,8.3,35.6,51.6,0,1,2,7,4.3,1.0,56,219,1,397,0,cloudy,29.0,0,0,1,1,1,0,0,0,11720.3,14,39.3,7239.0,42.7,646515.0,56808.0,1
2023-10-07,5,10,4,40,12,1,1,autumn,463,11,1109.37,100.85,244.83,0.0,0,0,136,11,199.69,1109.37,card,sale,1,returning,adult,F,147,2.3,33.46,957.0,9.26,friend,budget,beauty,4,3,2,1,0,0,1,0,27.3,37.5,44.9,4,7,0,5,6.6,9.0,5,54,1,421,1,rainy,30.7,0,0,1,1,1,0,0,0,21568.67,43,82.1,7690.0,25.6,628338.0,55506.0,1
2023-10-07,5,10,4,40,20,1,1,autumn,463,9,2664.79,296.09,330.31,0.0,0,0,170,26,479.66,2664.79,wallet,sale,1,loyal,adult,F,430,6.9,144.45,12105.0,1.12,social,premium,clothing,5,0,2,1,1,1,2,0,0.0,35.1,50.3,3,1,2,7,0.4,12.0,16,295,0,344,0,sunny,24.7,0,0,1,1,1,0,0,0,3320.06,35,10.8,7322.0,33.9,349474.0,56039.0,1
2023-10-07,5,10,4,40,20,1,1,autumn,463,1,5259.43,5259.43,7351.41,0.0,0,1,235,52,946.7,5259.43,cash,sale,1,loyal,young_adult,M,349,7.1,162.95,14046.0,5.4,social,budget,electronics,4,1,1,2,1,0,0,0,100.0,35.6,48.1,2,1,0,6,9.9,15.0,12,174,0,427,0,cloudy,29.5,0,1,1,1,1,0,0,0,6431.41,41,21.8,6284.0,12.9,446907.0,76180.0,1
2023-10-07,5,10,4,40,15,1,1,autumn,463,6,2171.14,361.86,401.5,0.0,0,0,0,21,390.81,2171.14,upi,sale,1,new,senior,F,0,0.5,0.0,0.0,5.3,social,budget,home,5,1,0,1,1,1,2,1,16.7,45.5,41.2,2,4,2,3,3.9,1.0,62,258,0,395,0,sunny,20.9,0,0,1,1,1,0,0,1,5681.27,4,21.4,6440.0,27.7,353076.0,12646.0,0
2023-10-07,5,10,4,40,12,1,1,autumn,463,3,368.9,122.97,158.81,21.0,1,0,12,3,66.4,291.54,wallet,sale,1,loyal,young_adult,M,391,7.8,47.77,4519.0,2.58,friend,regular,food,5,6,2,1,2,1,1,1,100.0,54.1,29.9,1,1,0,5,0.5,4.0,55,195,0,374,0,cloudy,,0,0,1,1,1,0,0,0,7324.44,37,26.2,6760.0,21.7,256750.0,48866.0,1
2023-10-07,5,10,4,40,11,1,1,autumn,463,14,755.1,53.94,90.29,23.4,1,0,350,7,135.92,578.19,card,sale,1,loyal,young_adult,F,442,8.5,6.86,707.0,6.5,walk_in,budget,stationery,5,2,1,0,4,1,2,1,14.3,59.8,32.8,2,1,3,3,1.8,16.0,45,231,0,366,0,sunny,20.3,0,0,1,1,1,0,0,0,31519.04,3,82.5,4020.0,42.3,272787.0,20101.0,1
2023-10-07,5,10,4,40,11,1,1,autumn,463,6,782.08,130.35,247.75,0.0,0,0,265,7,140.77,782.08,card,sale,1,loyal,senior,F,121,9.8,96.19,11408.0,5.38,walk_in,regular,food,3,6,0,0,1,0,0,1,100.0,25.0,68.6,3,7,1,5,3.0,17.0,48,148,0,433,1,rainy,31.7,0,0,1,1,1,0,0,0,16631.02,2,55.4,4010.0,30.9,555673.0,8404.0,1
2023-10-08,6,10,4,40,20,1,1,autumn,464,5,1517.76,303.55,673.32,13.0,1,0,270,15,273.2,1320.03,card,sale,0,vip,senior,M,1052,12.7,212.14,32542.0,8.85,walk_in,budget,beauty,5,1,1,1,2,1,3,1,20.0,63.9,18.3,0,7,0,3,4.2,14.0,39,67,0,368,0,sunny,31.9,1,0,1,1,1,0,0,1,6170.25,41,21.8,5418.0,19.7,777469.0,53639.0,1
2023-10-08,6,10,4,40,11,1,1,autumn,464,9,344.83,38.31,43.31,0.0,0,0,83,3,62.07,344.83,upi,sale,1,loyal,young_adult,F,272,8.3,148.74,14963.0,3.09,friend,regular,stationery,5,1,1,0,4,1,1,1,11.1,24.4,60.5,0,4,2,2,7.0,10.0,15,162,0,455,0,sunny,22.4,0,0,1,1,1,0,0,1,5105.54,8,23.0,5606.0,32.8,582572.0,34610.0,1
2023-10-08,6,10,4,40,14,1,1,autumn,464,9,1874.63,208.29,296.13,0.0,0,0,0,18,337.43,1874.63,wallet,sale,1,new,adult,F,0,0.8,0.0,0.0,0.12,search,budget,clothing,5,3,3,1,0,1,1,0,33.3,41.3,52.4,2,0,1,4,4.1,8.0,32,147,0,382,1,cloudy,24.7,0,0,1,1,1,0,0,0,9371.47,5,44.8,6606.0,39.3,563212.0,34735.0,1
2023-10-08,6,10,4,40,14,1,1,autumn,464,16,2635.85,164.74,315.46,0.0,0,0,367,26,474.45,2635.85,card,sale,1,returning,senior,M,22,1.5,140.05,2661.0,2.91,walk_in,regular,clothing,4,0,1,0,1,1,1,0,0.0,46.0,41.9,1,5,4,5,2.3,0.0,63,251,0,378,0,cloudy,23.4,0,0,1,1,1,0,0,0,23781.41,11,76.2,6221.0,19.3,511782.0,65551.0,1
2023-10-08,6,10,4,40,17,1,1,autumn,464,4,602.29,150.57,254.35,0.0,0,0,241,6,108.41,602.29,wallet,sale,1,returning,young_adult,M,27,2.8,107.51,3720.0,2.04,walk_in,premium,food,5,7,1,1,1,1,2,0,100.0,25.6,65.5,3,2,1,6,5.3,17.0,38,247,0,378,0,sunny,24.6,0,0,1,1,1,0,0,0,12678.65,14,38.2,6940.0,29.9,357553.0,20275.0,0
2023-10-08,6,10,4,40,19,1,1,autumn,464,14,2450.67,175.05,255.98,0.0,0,1,274,24,441.12,2450.67,cash,sale,0,returning,young_adult,F,135,1.7,29.16,624.0,1.68,social,regular,clothing,4,2,1,0,0,1,1,0,14.3,24.0,63.6,1,0,0,4,3.0,7.0,38,140,0,363,0,cloudy,30.2,1,0,1,1,1,0,0,1,18690.02,49,68.3,7841.0,27.1,582717.0,42890.0,1
2023-10-08,6,10,4,40,15,1,1,autumn,464,4,539.91,134.98,170.98,0.0,0,0,189,5,97.18,539.91,upi,sale,1,vip,adult,F,972,18.1,37.78,8243.0,,walk_in,premium,stationery,5,3,2,1,3,0,2,1,75.0,42.7,48.6,3,5,0,2,3.1,0.0,14,155,0,410,0,cloudy,28.5,1,0,1,1,1,0,0,0,16680.16,37,55.0,6947.0,19.8,555648.0,15238.0,1
2023-10-09,0,10,4,41,18,0,1,autumn,465,14,5168.32,369.17,761.5,0.0,0,1,393,51,930.3,5168.32,card,sale,1,returning,adult,F,118,1.2,,2661.0,2.29,friend,regular,electronics,5,2,2,1,1,0,2,0,14.3,42.1,41.0,3,4,0,4,0.6,9.0,28,44,0,367,0,sunny,27.8,0,0,1,1,1,0,0,0,19506.54,33,56.7,5883.0,13.8,519843.0,79769.0,1
2023-10-09,0,10,4,41,15,0,1,autumn,465,10,3832.52,383.25,518.25,16.6,1,0,458,38,689.85,3195.95,cash,sale,1,returning,adult,M,118,1.8,132.39,,4.97,social,budget,electronics,4,0,0,1,0,1,1,1,0.0,67.0,14.2,3,3,3,3,1.6,7.0,53,101,0,285,0,cloudy,28.1,0,1,1,1,1,0,0,0,12229.62,21,40.1,6912.0,12.5,557436.0,19677.0,1
2023-10-09,0,10,4,41,14,0,1,autumn,465,10,1008.91,100.89,204.48,0.0,0,0,314,10,181.6,1008.91,upi,sale,1,vip,adult,F,1039,12.3,,19382.0,7.52,search,premium,food,5,1,0,1,0,1,1,1,10.0,62.3,21.3,3,3,1,4,1.4,10.0,26,240,1,349,0,sunny,24.0,0,0,1,1,1,0,0,1,2488.27,35,10.4,5487.0,43.4,359746.0,38593.0,1
2023-10-09,0,10,4,41,10,0,1,autumn,465,12,628.6,52.38,124.41,23.1,1,0,51,6,113.15,483.44,upi,sale,1,loyal,senior,F,529,4.5,117.53,6464.0,7.04,walk_in,regular,stationery,5,1,0,1,3,0,2,1,8.3,35.2,58.2,3,2,1,7,3.8,9.0,50,181,0,361,0,sunny,27.9,0,0,1,1,1,0,0,0,6643.5,1,21.8,6117.0,18.5,213056.0,55359.0,1
2023-10-09,0,10,4,41,11,0,1,autumn,465,2,1307.32,653.66,865.25,0.0,0,0,0,13,235.32,1307.32,upi,sale,1,new,young_adult,M,0,0.3,0.0,0.0,5.87,social,regular,clothing,3,3,4,0,1,0,0,0,100.0,47.7,40.3,3,1,0,3,6.4,1.0,44,44,0,328,0,sunny,21.4,0,0,1,1,1,1,0,0,20196.92,10,69.4,4547.0,19.2,726787.0,78943.0,0
2023-10-09,0,10,4,41,14,0,1,autumn,465,14,1217.92,86.99,181.18,0.0,0,0,273,12,219.23,1217.92,upi,return,1,vip,adult,M,999,8.9,177.07,19088.0,0.06,walk_in,regular,food,5,2,0,1,1,1,2,1,14.3,71.3,14.2,4,3,4,6,7.8,12.0,63,182,0,343,0,cloudy,31.2,0,0,1,1,1,0,0,0,12261.24,10,29.6,5359.0,40.1,241575.0,17628.0,1
2023-10-09,0,10,4,41,9,0,1,autumn,465,13,1524.23,117.25,258.1,0.0,0,0,477,15,274.36,1524.23,card,return,0,returning,young_adult,M,24,2.8,5.52,191.0,6.26,search,budget,toys,5,0,2,1,1,1,2,1,0.0,52.5,31.2,1,3,1,8,6.6,1.0,64,164,1,329,0,stormy,25.0,0,0,1,1,1,0,0,0,15369.77,21,47.8,6770.0,24.2,211465.0,68916.0,1
2023-10-09,0,10,4,41,12,0,1,autumn,465,4,6143.65,1535.91,2994.31,0.0,0,1,363,61,1105.86,6143.65,card,exchange,1,returning,adult,F,145,2.8,101.45,3510.0,7.24,walk_in,regular,electronics,5,2,2,1,2,1,0,1,50.0,60.9,24.2,0,1,0,6,4.2,8.0,49,103,0,291,0,rainy,28.3,0,1,1,1,1,0,0,0,7371.11,3,27.8,7050.0,13.4,285674.0,25432.0,1
2023-10-09,0,10,4,41,14,0,1,autumn,465,2,4479.02,2239.51,3333.01,0.0,0,0,311,44,806.22,4479.02,upi,sale,1,returning,adult,M,92,2.6,112.73,3630.0,4.28,walk_in,regular,electronics,3,0,2,1,0,0,0,1,0.0,35.7,55.2,0,4,0,6,3.5,9.0,55,193,0,251,0,cloudy,21.3,0,0,1,1,1,0,0,0,7055.15,37,21.4,5411.0,11.7,699532.0,52328.0,1
2023-10-09,0,10,4,41,14,0,1,autumn,465,13,2497.68,192.13,261.27,0.0,0,0,158,24,449.58,2497.68,upi,sale,1,vip,young_adult,F,959,18.6,212.4,47621.0,6.71,ad,budget,toys,4,3,2,0,0,1,0,1,23.1,47.2,42.1,3,3,3,6,5.1,13.0,63,285,0,344,0,sunny,26.6,0,0,1,1,1,0,0,0,6962.39,28,27.2,6246.0,23.5,584841.0,14554.0,1
2023-10-09,0,10,4,41,18,0,1,autumn,465,2,828.67,414.34,903.56,0.0,0,1,0,8,149.16,828.67,upi,sale,1,new,adult,M,0,0.4,0.0,0.0,,friend,premium,clothing,5,0,4,1,2,0,1,1,0.0,21.4,72.3,4,5,0,2,2.2,2.0,6,34,0,282,0,sunny,28.7,0,0,1,1,1,0,0,1,22765.2,35,71.0,6387.0,39.3,205941.0,32083.0,0
2023-10-09,0,10,4,41,20,0,1,autumn,465,10,1555.92,155.59,231.65,0.0,0,1,113,15,280.07,1555.92,upi,sale,1,returning,senior,F,131,3.8,43.3,2018.0,4.08,walk_in,budget,toys,3,0,0,1,0,0,2,2,0.0,52.1,37.4,3,1,0,3,3.8,10.0,36,248,0,305,0,sunny,28.2,0,0,1,1,1,0,0,0,22119.48,17,70.8,7457.0,26.8,402805.0,14002.0,1
2023-10-10,1,10,4,41,17,0,1,autumn,466,5,253.34,50.67,111.93,32.8,1,0,177,2,45.6,170.21,card,sale,1,loyal,adult,M,366,6.6,,2551.0,1.56,walk_in,premium,stationery,4,3,0,0,2,1,1,0,60.0,53.9,29.0,1,0,1,7,4.2,4.0,55,67,0,349,0,rainy,30.3,0,0,1,1,1,0,0,1,21003.04,49,71.0,4451.0,39.5,588186.0,26322.0,1
2023-10-10,1,10,4,41,9,0,1,autumn,466,13,869.31,66.87,151.2,7.9,1,1,321,8,156.48,800.87,upi,sale,1,loyal,teen,F,469,6.7,74.47,6062.0,6.19,walk_in,premium,stationery,5,2,1,0,3,1,1,0,15.4,58.8,32.3,0,6,2,5,4.2,2.0,27,208,0,276,0,sunny,28.8,0,0,1,1,1,0,0,0,11956.32,2,34.6,5002.0,20.2,340427.0,61957.0,1
2023-10-10,1,10,4,41,13,0,1,autumn,466,16,473.63,29.6,68.23,29.2,1,0,0,4,85.25,335.3,card,sale,1,new,teen,F,0,0.0,0.0,0.0,4.71,social,regular,food,4,5,0,0,1,1,2,0,31.2,53.7,33.6,4,2,4,7,9.5,18.0,58,97,1,338,0,stormy,20.1,0,0,1,1,1,0,0,0,26762.65,25,83.5,7649.0,41.0,581822.0,11419.0,0
2023-10-10,1,10,4,41,17,0,1,autumn,466,15,679.08,45.27,100.73,0.0,0,0,0,6,122.23,679.08,upi,sale,1,new,adult,F,0,0.3,0.0,0.0,9.4,walk_in,budget,food,5,6,0,1,1,1,2,1,40.0,62.5,28.1,0,1,2,2,5.9,7.0,27,254,0,293,0,sunny,27.6,0,0,1,1,1,0,0,0,27842.05,7,88.3,5285.0,26.5,420538.0,64015.0,0
2023-10-10,1,10,4,41,16,0,1,autumn,466,13,2561.8,197.06,463.19,0.0,0,1,407,25,461.12,2561.8,upi,sale,1,vip,adult,unknown,181,8.7,324.53,34205.0,8.56,friend,budget,clothing,5,3,2,1,2,1,2,1,23.1,45.7,42.6,2,7,2,5,7.1,8.0,9,299,0,315,0,sunny,30.0,0,0,1,1,1,0,0,1,18246.01,1,65.8,5447.0,40.2,733888.0,76350.0,1
2023-10-10,1,10,4,41,14,0,1,autumn,466,11,594.5,54.05,129.44,28.5,1,0,218,5,107.01,425.21,upi,sale,1,loyal,adult,M,461,5.1,41.78,2599.0,5.11,walk_in,regular,food,4,2,2,1,0,1,0,0,18.2,72.7,13.1,0,3,3,5,7.9,19.0,41,264,0,331,0,stormy,26.7,0,0,1,1,1,0,0,0,15785.36,48,41.0,7904.0,33.3,588790.0,29737.0,0
2023-10-10,1,10,4,41,14,0,1,autumn,466,2,558.94,279.47,486.41,0.0,0,0,124,5,100.61,558.94,wallet,sale,1,returning,young_adult,M,62,3.2,15.69,618.0,0.44,social,budget,food,4,7,2,1,0,0,1,0,100.0,77.1,17.8,0,7,0,6,9.3,10.0,59,71,1,332,0,sunny,27.6,0,0,1,1,1,0,0,0,28576.18,28,80.7,5994.0,29.6,735263.0,73478.0,1
2023-10-10,1,10,4,41,13,0,1,autumn,466,17,7669.18,451.13,648.25,0.0,0,1,46,76,1380.45,7669.18,card,sale,1,returning,adult,M,36,2.9,110.89,3970.0,0.57,search,budget,electronics,4,0,0,3,0,1,1,1,0.0,46.5,40.4,0,2,1,6,7.4,14.0,8,294,1,294,0,cloudy,,0,0,1,1,1,0,0,1,19176.31,45,63.3,5099.0,14.6,359152.0,37080.0,1
2023-10-11,2,10,4,41,15,0,1,autumn,467,16,566.78,35.42,45.47,15.1,1,0,131,5,102.02,481.23,wallet,sale,1,returning,young_adult,F,130,2.9,3.91,140.0,8.06,social,budget,stationery,5,2,1,0,5,1,1,0,12.5,53.2,31.1,1,6,4,6,5.3,11.0,59,271,1,289,0,cloudy,29.0,0,0,1,1,1,0,0,0,14666.14,4,63.1,5746.0,40.2,484565.0,72100.0,0
2023-10-11,2,10,4,41,11,0,1,autumn,467,2,647.8,323.9,513.91,0.0,0,0,56,6,116.6,647.8,card,sale,1,loyal,teen,F,531,6.5,113.58,8973.0,8.67,search,premium,food,5,4,2,1,1,0,0,1,100.0,69.8,19.9,3,1,0,6,7.8,8.0,48,140,0,304,0,sunny,31.8,0,0,1,1,1,0,0,0,15980.67,32,44.5,6536.0,26.6,318488.0,6753.0,1
2023-10-11,2,10,4,41,15,0,1,autumn,467,14,449.75,32.12,44.32,0.0,0,0,370,4,80.96,449.75,wallet,sale,0,returning,adult,M,15,3.0,16.16,598.0,9.63,walk_in,premium,stationery,5,1,1,0,1,0,1,1,7.1,56.9,35.0,0,4,1,8,9.3,10.0,54,273,0,312,0,sunny,28.2,0,0,1,1,1,0,0,0,17862.33,47,76.3,4841.0,43.7,677525.0,23052.0,0
2023-10-11,2,10,4,41,11,0,1,autumn,467,2,1301.6,650.8,1472.87,0.0,0,0,51,13,234.29,1301.6,upi,sale,1,loyal,adult,F,530,8.5,3.18,328.0,5.66,social,premium,toys,5,0,2,0,2,1,1,1,0.0,27.1,52.9,1,0,0,6,1.9,0.0,59,188,0,362,0,sunny,24.4,0,0,1,1,1,0,0,0,17379.65,41,57.2,7348.0,33.5,790491.0,60835.0,1
2023-10-12,3,10,4,41,17,0,1,autumn,468,11,1848.05,168.0,380.02,12.8,1,0,0,18,332.65,1611.88,upi,sale,1,new,senior,M,0,0.3,0.0,0.0,0.32,search,regular,home,5,3,1,0,2,1,1,0,27.3,49.0,39.4,1,1,0,7,6.3,,33,271,0,272,0,cloudy,20.3,0,0,1,1,1,0,0,0,20775.24,22,78.3,5867.0,44.9,264275.0,45888.0,1
2023-10-12,3,10,4,41,19,0,1,autumn,468,5,1864.65,372.93,620.6,0.0,0,0,439,18,335.64,1864.65,upi,sale,1,loyal,adult,unknown,185,7.0,112.0,9520.0,5.86,friend,budget,home,5,3,1,0,1,2,2,1,60.0,28.8,58.5,1,4,0,6,7.4,11.0,45,289,0,289,0,cloudy,24.9,1,0,1,1,1,0,0,0,15216.23,23,62.7,4951.0,31.5,611343.0,21569.0,1
2023-10-12,3,10,4,41,15,0,1,autumn,468,3,224.56,74.85,165.65,31.7,1,0,0,2,40.42,153.26,wallet,sale,1,new,young_adult,M,0,0.1,0.0,0.0,7.02,social,regular,stationery,5,1,1,0,3,1,2,0,33.3,44.7,46.8,1,7,0,4,1.9,9.0,20,145,0,287,0,sunny,26.8,0,0,1,1,1,0,0,0,15058.78,13,69.0,7728.0,33.0,480452.0,37448.0,0
2023-10-12,3,10,4,41,13,0,1,autumn,468,4,441.46,110.36,216.46,32.8,1,1,416,4,79.46,296.57,cash,sale,1,loyal,senior,unknown,524,8.7,26.18,2759.0,4.31,walk_in,regular,food,4,5,2,1,1,0,0,0,100.0,75.6,7.2,0,7,0,4,9.9,8.0,61,247,0,277,0,rainy,25.5,0,0,1,1,1,0,0,1,22135.8,31,77.5,5586.0,34.2,374206.0,43765.0,0
2023-10-12,3,10,4,41,20,0,1,autumn,468,6,649.74,108.29,201.61,9.3,1,1,0,6,116.95,589.16,cash,sale,1,new,young_adult,F,0,0.3,0.0,0.0,7.52,social,premium,clothing,4,1,2,0,1,0,0,1,16.7,33.9,49.2,0,7,0,2,3.1,7.0,15,109,1,236,0,rainy,28.0,0,0,1,1,1,0,0,0,13982.48,13,38.8,4738.0,32.7,310521.0,7343.0,1
2023-10-12,3,10,4,41,16,0,1,autumn,468,6,979.64,163.27,361.88,25.6,1,0,0,9,176.34,728.43,upi,return,1,new,senior,unknown,0,0.2,,0.0,6.62,social,regular,toys,3,0,0,0,1,1,0,1,0.0,33.4,59.3,2,4,1,7,6.8,14.0,57,272,0,395,0,rainy,22.8,0,0,1,1,1,0,0,0,10512.81,19,30.5,5248.0,30.6,586940.0,58190.0,1
2023-10-13,4,10,4,41,14,0,1,autumn,469,6,459.25,76.54,168.98,0.0,0,0,0,4,82.66,459.25,card,sale,1,new,young_adult,F,0,0.1,0.0,0.0,7.07,social,budget,stationery,3,0,2,0,5,0,2,0,0.0,28.0,59.0,2,7,1,4,4.9,5.0,15,188,1,359,0,sunny,28.6,0,0,1,1,1,0,1,0,3632.09,10,13.2,6662.0,27.2,312922.0,71045.0,1
2023-10-13,4,10,4,41,9,0,1,autumn,469,8,1394.62,174.33,383.42,0.0,0,0,0,13,251.03,1394.62,cash,sale,1,new,senior,M,0,0.8,0.0,0.0,6.21,search,regular,home,5,3,2,0,1,2,2,1,37.5,28.6,54.9,0,2,2,3,0.8,12.0,30,58,0,248,0,sunny,26.1,0,0,1,1,1,0,0,0,18954.96,1,51.4,4850.0,40.2,693601.0,30978.0,1
2023-10-13,4,10,4,41,9,0,1,autumn,469,11,940.23,85.48,155.43,29.7,1,0,260,9,169.24,660.69,card,sale,1,returning,senior,F,8,1.5,152.95,2906.0,,friend,premium,toys,5,1,1,1,2,0,1,1,9.1,24.6,65.0,0,5,2,4,3.4,14.0,63,258,0,298,0,sunny,,0,0,1,1,1,0,0,0,5568.06,25,17.3,6122.0,39.7,500928.0,74362.0,1
2023-10-13,4,10,4,41,11,0,1,autumn,469,8,976.11,122.01,180.7,0.0,0,0,99,9,175.7,976.11,card,sale,1,loyal,senior,F,331,5.3,191.47,12369.0,0.28,social,premium,food,4,1,1,1,0,1,0,0,12.5,76.7,16.0,0,3,1,6,5.1,13.0,36,150,0,292,0,cloudy,30.2,0,0,1,1,1,0,0,0,16608.69,29,57.0,5394.0,36.8,754238.0,76753.0,1
2023-10-13,4,10,4,41,11,0,1,autumn,469,10,2462.43,246.24,395.15,0.0,0,0,443,24,443.24,2462.43,upi,sale,1,loyal,teen,M,289,4.0,155.22,7606.0,4.86,walk_in,regular,clothing,5,0,2,1,1,1,1,1,0.0,32.8,53.3,4,6,1,6,6.5,7.0,42,273,1,297,0,cloudy,20.3,0,0,1,1,1,0,0,0,8745.18,26,31.2,4676.0,29.2,779139.0,30421.0,1
2023-10-13,4,10,4,41,17,0,1,autumn,469,7,424.39,60.63,122.56,14.8,1,0,216,4,76.39,361.5,cash,sale,1,returning,senior,F,150,1.1,46.97,667.0,6.63,walk_in,regular,stationery,4,1,1,0,2,0,2,0,14.3,73.0,11.1,0,7,0,4,8.6,16.0,26,61,0,358,1,rainy,30.5,0,0,1,1,1,0,1,0,12018.92,7,56.0,4661.0,18.4,445959.0,31208.0,1
2023-10-13,4,10,4,41,15,0,1,autumn,469,5,517.99,103.6,245.05,18.7,1,0,275,5,93.24,421.24,card,sale,1,returning,adult,F,85,2.4,127.75,3807.0,5.94,walk_in,regular,food,5,5,1,0,2,1,2,1,100.0,45.6,43.1,3,7,0,7,0.3,16.0,38,172,0,333,0,cloudy,29.8,0,0,1,1,1,1,0,0,11170.71,30,34.0,5437.0,20.8,752155.0,61327.0,0
