age,gender,city_tier,education,occupation,income_band,plan_type,monthly_charge,tenure_months,contract_type,auto_renew,payment_method,logins_per_month,avg_session_minutes,features_used_count,mobile_app_usage_pct,support_tickets_raised,support_tickets_resolved,nps_score,last_login_days_ago,referrals_made,late_payments_count,payment_failures,total_spend_12m,discount_used_count,upgrade_downgrade_count,product_rating,onboarding_completed,tutorial_completed,days_to_first_value,competitor_product_used,promo_sensitivity,churned
60,M,tier2,school,student,,premium,421.02,52,monthly,1,credit_card,11,21.8,12,96.2,3,2,5.0,172,0,3,1,4428.03,3,1,2.8,0,1,33.0,0,medium,0
40,F,tier1,graduate,salaried,very_high,standard,360.21,40,biannual,1,credit_card,11,15.2,17,51.1,3,2,6.0,157,2,4,2,4191.54,3,1,3.7,1,0,25.0,0,medium,1
26,F,tier1,graduate,self_employed,low,premium,502.34,7,monthly,1,net_banking,11,,19,47.5,4,3,2.0,172,7,3,1,2850.99,1,2,4.6,1,1,11.0,0,low,1
63,M,tier1,graduate,self_employed,very_high,standard,383.94,42,annual,0,net_banking,4,8.9,6,71.2,3,2,1.0,10,5,5,0,3866.61,0,1,3.1,1,1,7.0,1,low,1
52,F,tier2,graduate,salaried,low,standard,532.14,42,annual,1,debit_card,11,14.3,11,70.3,1,0,2.0,102,4,2,1,5137.92,1,0,3.4,1,1,10.0,0,medium,1
22,M,tier3,graduate,student,low,standard,367.72,9,monthly,0,wallet,12,21.7,10,16.2,9,7,4.0,155,2,1,3,2958.47,2,0,4.4,1,1,23.0,1,low,1
19,F,tier1,graduate,salaried,medium,basic,315.19,55,monthly,1,upi,10,,17,27.9,7,5,3.0,154,2,5,2,3721.5,0,1,3.1,1,0,20.0,0,high,1
69,M,tier2,school,student,medium,basic,388.84,15,biannual,1,upi,8,12.3,9,0.3,5,4,6.0,66,5,5,2,3800.35,0,1,3.9,1,1,19.0,0,medium,1
71,Other,tier3,graduate,self_employed,low,basic,252.16,30,biannual,0,credit_card,16,14.8,2,83.8,7,6,10.0,144,6,1,0,2880.7,3,0,3.6,1,1,6.0,1,low,1
41,F,tier1,school,self_employed,low,premium,422.74,41,monthly,1,net_banking,12,14.7,16,13.9,4,3,7.0,58,5,3,2,4774.11,3,0,4.8,1,0,,1,high,1
68,M,tier2,school,salaried,medium,standard,387.9,63,monthly,0,upi,14,19.7,3,82.6,3,2,3.0,129,5,4,1,4165.71,0,2,4.1,1,1,37.0,0,high,1
65,M,tier2,graduate,salaried,low,standard,371.18,47,annual,0,debit_card,10,10.9,13,32.3,3,2,2.0,145,4,0,2,3886.3,0,0,1.3,1,0,5.0,0,high,1
47,F,tier2,postgraduate,homemaker,high,basic,261.17,5,annual,1,debit_card,14,19.9,18,30.0,2,1,3.0,174,4,1,3,1078.45,4,0,5.0,1,0,35.0,0,low,0
62,M,tier1,postgraduate,retired,very_high,enterprise,1290.79,18,monthly,1,credit_card,17,21.1,7,25.5,8,6,6.0,7,7,2,2,14876.46,0,1,4.6,1,0,27.0,0,low,1
39,M,tier1,graduate,self_employed,medium,standard,394.17,21,annual,1,debit_card,10,17.3,12,57.0,9,7,2.0,150,1,2,1,3867.2,0,1,2.9,1,0,,0,medium,1
69,M,tier1,graduate,self_employed,very_high,standard,377.06,53,biannual,1,credit_card,10,11.0,17,30.0,7,5,1.0,64,7,0,1,3733.07,4,2,2.8,1,0,5.0,1,low,1
70,F,tier2,graduate,salaried,medium,enterprise,987.94,17,monthly,1,credit_card,12,6.4,3,62.8,1,0,1.0,155,2,4,1,9507.37,0,2,4.3,1,1,8.0,0,low,1
23,F,tier2,graduate,self_employed,high,basic,343.54,56,monthly,0,net_banking,12,17.2,8,66.6,5,4,7.0,0,5,0,3,3940.65,3,2,3.4,0,1,41.0,1,low,0
52,M,tier3,graduate,homemaker,very_high,basic,306.92,37,annual,0,debit_card,14,18.0,11,75.7,0,0,10.0,134,7,1,1,3316.72,1,2,3.0,0,0,44.0,0,medium,1
35,F,tier1,postgraduate,salaried,medium,enterprise,1167.59,18,annual,0,credit_card,9,31.8,3,52.6,11,9,7.0,163,3,1,0,11639.5,4,0,2.7,1,0,19.0,0,medium,1
42,M,tier1,postgraduate,student,low,enterprise,1321.05,8,biannual,0,debit_card,14,25.8,4,80.5,1,0,8.0,64,4,1,2,10165.19,1,0,4.1,1,1,33.0,0,medium,1
46,F,tier1,postgraduate,self_employed,high,standard,515.95,59,monthly,1,credit_card,14,,19,57.5,5,4,4.0,112,4,2,3,5366.54,0,2,4.0,1,1,8.0,0,medium,1
62,F,tier1,postgraduate,self_employed,medium,standard,488.98,50,annual,1,net_banking,15,6.3,2,24.1,0,0,7.0,4,2,0,3,5858.03,4,1,3.9,0,0,24.0,1,low,0
46,M,tier1,graduate,salaried,medium,premium,641.99,19,annual,1,upi,14,17.2,19,64.2,7,4,10.0,113,3,3,3,6236.87,3,1,5.0,0,0,9.0,0,low,1
64,F,tier3,postgraduate,student,high,premium,442.59,23,monthly,1,net_banking,15,27.8,18,6.8,4,3,5.0,155,0,3,3,4763.42,2,1,,1,0,5.0,1,medium,1
68,M,tier1,postgraduate,self_employed,low,basic,216.73,9,annual,1,credit_card,15,23.2,5,83.2,5,3,10.0,162,4,0,1,1902.17,1,1,3.3,1,1,36.0,0,high,1
67,M,tier2,graduate,self_employed,medium,basic,399.22,70,annual,0,debit_card,13,13.5,2,48.7,7,6,2.0,96,3,2,2,4772.32,3,2,4.3,0,0,42.0,1,medium,1
46,M,tier3,graduate,salaried,low,standard,371.89,67,monthly,1,debit_card,12,19.8,5,80.2,11,8,7.0,63,0,5,1,4250.86,4,2,3.9,1,0,3.0,0,low,0
56,F,tier1,school,salaried,low,basic,314.74,17,annual,0,debit_card,15,8.7,3,1.7,5,4,5.0,29,1,0,2,3121.69,2,1,2.5,1,1,22.0,0,medium,0
70,F,tier3,school,student,low,standard,319.29,71,monthly,1,upi,15,1.0,14,61.4,7,6,0.0,119,3,4,1,3249.87,2,2,3.3,0,1,14.0,0,low,1
64,M,tier3,graduate,salaried,low,standard,379.97,18,monthly,1,debit_card,13,13.0,12,73.3,5,3,9.0,47,7,2,0,4135.01,0,1,3.5,1,1,35.0,0,medium,1
31,F,tier1,postgraduate,student,,premium,632.01,21,annual,0,debit_card,11,10.6,4,81.0,6,5,5.0,146,4,5,1,6606.66,2,1,3.3,0,1,7.0,1,high,1
22,M,tier3,graduate,self_employed,medium,standard,398.23,65,annual,1,net_banking,13,17.6,7,65.8,2,1,,57,4,0,1,4445.25,0,0,3.8,0,0,43.0,0,medium,0
26,F,tier1,postgraduate,retired,high,basic,352.65,53,annual,0,credit_card,8,12.5,2,39.7,7,5,6.0,21,2,5,0,3581.09,2,1,5.0,1,0,22.0,1,high,1
51,M,tier1,school,self_employed,high,basic,280.38,40,annual,0,upi,13,22.1,16,66.7,0,0,3.0,160,6,1,1,3084.72,0,0,3.7,1,1,2.0,0,high,1
19,M,tier2,graduate,self_employed,high,standard,358.16,38,biannual,0,wallet,12,16.2,6,46.5,11,8,4.0,83,7,3,2,4053.61,3,2,4.0,0,0,20.0,1,high,1
26,F,tier2,graduate,salaried,medium,basic,350.49,13,monthly,1,upi,10,21.5,11,84.1,1,0,3.0,5,3,0,1,3807.69,2,1,3.6,0,1,17.0,1,low,1
47,F,tier2,graduate,salaried,high,standard,479.03,8,monthly,0,credit_card,10,17.7,18,93.1,1,0,0.0,141,5,2,3,3192.02,1,0,3.8,0,1,19.0,1,low,1
65,F,tier2,graduate,self_employed,low,standard,336.34,11,annual,1,debit_card,16,24.0,8,4.9,8,6,2.0,21,0,3,3,3045.29,0,0,3.8,1,1,17.0,1,high,0
44,F,tier2,graduate,student,very_high,premium,627.19,2,annual,1,net_banking,9,,18,62.5,5,4,1.0,104,2,5,1,1207.6,0,1,2.7,1,0,21.0,0,high,1
67,F,tier3,graduate,salaried,low,basic,373.8,54,annual,0,debit_card,9,16.7,7,22.9,9,7,5.0,23,3,4,2,4106.53,1,1,3.0,0,0,35.0,0,medium,1
24,M,tier2,graduate,salaried,medium,standard,353.76,58,biannual,1,net_banking,11,11.7,2,59.8,8,5,7.0,104,7,0,1,3475.66,2,1,3.1,1,0,23.0,0,medium,1
26,F,tier3,school,salaried,very_high,basic,368.58,5,monthly,1,credit_card,12,10.8,11,33.3,5,4,,175,3,1,2,1707.52,3,1,4.8,1,0,13.0,0,low,1
49,M,tier3,postgraduate,self_employed,high,standard,418.68,56,annual,0,wallet,10,11.1,12,49.2,2,1,1.0,113,3,2,3,4971.46,3,0,4.2,1,1,,0,medium,1
34,M,tier3,school,salaried,high,standard,300.5,57,biannual,1,debit_card,9,14.9,10,2.0,5,4,0.0,126,5,0,1,3004.74,4,1,3.2,0,1,29.0,1,low,0
59,M,tier1,graduate,salaried,low,standard,501.66,34,monthly,1,debit_card,5,17.4,10,4.6,7,6,5.0,65,1,5,0,5191.33,4,1,4.2,1,1,7.0,0,medium,1
54,M,tier3,school,self_employed,high,basic,242.66,35,annual,0,debit_card,15,25.3,6,69.2,8,6,8.0,59,6,2,0,2717.71,4,2,3.5,1,0,29.0,0,low,1
60,Other,tier1,postgraduate,salaried,medium,premium,529.49,55,annual,1,credit_card,13,24.3,5,34.0,11,10,4.0,156,0,2,2,5371.42,0,2,2.6,1,0,9.0,0,high,0
19,Other,tier3,school,student,high,standard,335.21,21,annual,1,debit_card,13,23.9,14,82.1,10,7,2.0,165,5,1,2,3920.44,4,0,4.0,1,0,39.0,1,high,1
44,M,tier3,postgraduate,retired,very_high,premium,785.76,32,monthly,0,debit_card,13,11.2,3,80.6,1,0,2.0,93,5,5,3,8881.47,4,2,5.0,1,1,20.0,0,low,1
44,M,tier2,postgraduate,self_employed,,standard,403.1,14,monthly,1,credit_card,9,1.0,2,21.8,11,10,8.0,19,6,3,1,4312.46,1,2,3.9,0,0,22.0,1,high,1
33,M,tier3,graduate,self_employed,medium,enterprise,1161.85,20,annual,0,debit_card,14,25.4,15,37.0,4,3,3.0,141,2,4,0,12890.73,0,1,3.1,1,1,27.0,0,low,1
61,F,tier3,graduate,student,medium,premium,429.2,15,monthly,1,debit_card,7,11.8,11,24.8,2,1,8.0,17,3,3,1,4946.85,4,0,2.5,0,0,19.0,0,low,1
61,M,tier2,graduate,salaried,high,basic,368.61,47,annual,0,net_banking,16,10.9,10,8.0,0,0,5.0,139,1,2,3,4071.3,0,1,4.1,1,0,30.0,0,low,1
61,M,tier2,graduate,self_employed,medium,enterprise,1355.63,62,monthly,1,credit_card,9,34.6,15,83.6,2,1,3.0,23,4,3,2,14644.83,2,2,4.0,1,1,9.0,0,medium,1
50,Other,tier1,graduate,salaried,low,standard,469.23,6,biannual,0,credit_card,15,14.5,19,31.8,6,5,2.0,144,0,1,3,2415.11,1,2,3.9,0,0,42.0,1,medium,1
64,M,tier1,graduate,student,high,basic,333.81,13,monthly,1,net_banking,11,11.0,11,28.9,8,6,,175,3,1,0,3641.42,2,1,2.7,1,1,25.0,0,medium,1
32,F,tier1,graduate,student,medium,standard,392.3,22,annual,1,credit_card,14,14.6,12,73.0,5,4,1.0,27,3,4,3,4642.33,1,2,4.0,1,1,,0,low,1
66,F,tier3,graduate,salaried,medium,standard,515.95,64,annual,1,credit_card,7,25.8,10,81.7,11,9,6.0,42,5,3,3,5696.66,2,0,3.5,1,1,18.0,0,low,1
71,M,tier2,graduate,retired,high,standard,307.51,44,annual,1,upi,11,21.5,6,36.4,5,4,6.0,95,4,3,1,3068.92,4,2,4.0,1,0,42.0,0,high,0
62,M,tier1,graduate,salaried,low,enterprise,1221.09,19,biannual,1,upi,9,5.4,2,14.7,7,6,4.0,87,1,4,2,14436.55,0,1,4.5,0,0,10.0,0,medium,1
65,F,tier3,postgraduate,self_employed,low,enterprise,1299.46,3,annual,1,credit_card,19,30.8,11,61.6,1,0,9.0,9,4,0,2,3653.82,0,0,3.7,0,0,20.0,1,medium,0
30,F,tier2,school,salaried,low,basic,328.78,20,monthly,0,upi,14,15.0,17,87.6,2,1,5.0,155,5,2,3,3893.83,0,1,4.4,1,0,24.0,0,low,1
31,F,tier2,graduate,salaried,low,basic,219.44,69,monthly,1,debit_card,14,8.4,17,20.5,5,4,9.0,4,0,5,1,2241.89,2,2,4.4,0,1,38.0,0,medium,1
19,F,tier1,postgraduate,self_employed,medium,basic,383.55,31,annual,1,upi,8,15.3,14,23.1,5,4,0.0,92,0,1,3,4192.92,2,0,3.5,1,0,19.0,0,medium,1
44,M,tier2,school,salaried,very_high,enterprise,1389.22,29,annual,0,debit_card,16,22.8,19,65.9,7,5,1.0,107,1,1,1,15843.8,4,2,4.2,0,1,29.0,0,low,1
53,F,tier3,school,salaried,medium,premium,402.9,25,annual,0,credit_card,12,16.6,12,63.9,11,8,6.0,159,7,2,2,4123.72,2,1,3.7,1,1,17.0,1,high,1
56,M,tier1,postgraduate,homemaker,low,premium,645.57,44,monthly,0,debit_card,9,13.7,11,84.1,3,2,6.0,146,6,4,1,6683.58,4,0,4.3,0,1,43.0,0,medium,1
40,M,tier1,graduate,self_employed,very_high,standard,439.11,9,monthly,1,debit_card,10,10.1,7,73.4,2,1,10.0,83,3,0,3,3337.88,4,0,,1,1,10.0,0,high,1
67,M,tier3,school,self_employed,medium,enterprise,933.12,30,biannual,1,debit_card,8,28.0,10,90.4,11,10,2.0,129,5,4,3,9622.52,4,0,4.3,1,1,14.0,0,medium,1
26,M,tier1,postgraduate,salaried,low,basic,320.51,49,monthly,1,debit_card,9,21.0,17,1.8,1,0,8.0,88,2,3,0,3234.33,4,2,4.3,1,1,,1,medium,0
20,F,tier2,graduate,homemaker,high,standard,382.77,34,biannual,0,debit_card,16,16.1,7,34.0,1,0,0.0,43,3,5,2,3882.95,4,1,4.0,1,1,43.0,0,low,1
58,F,tier3,graduate,salaried,low,standard,392.78,4,annual,0,upi,10,17.3,6,5.2,0,0,2.0,50,1,0,2,1329.15,0,2,3.2,0,0,21.0,0,low,1
62,F,tier2,graduate,salaried,medium,premium,413.06,17,monthly,0,debit_card,15,,2,37.3,3,2,8.0,169,3,3,3,4564.23,1,1,3.4,1,1,15.0,1,medium,1
50,F,tier2,postgraduate,self_employed,low,premium,523.71,60,monthly,0,debit_card,11,27.4,9,2.8,3,2,4.0,100,3,4,2,5415.91,0,1,4.7,1,1,32.0,0,high,1
28,F,tier1,school,student,medium,basic,382.79,61,biannual,0,debit_card,14,15.0,2,68.8,6,4,2.0,67,0,3,2,4085.91,0,2,4.5,1,0,4.0,0,low,1
41,F,tier3,graduate,student,medium,basic,207.13,50,monthly,0,credit_card,11,20.3,4,91.2,2,1,0.0,164,2,3,3,2307.43,1,0,4.7,1,1,31.0,0,medium,1
39,M,tier1,graduate,salaried,high,basic,209.94,4,biannual,1,upi,17,22.5,4,32.0,8,7,2.0,72,7,0,0,679.45,3,1,3.6,1,1,2.0,1,high,0
18,M,tier2,school,self_employed,medium,standard,477.35,27,monthly,1,debit_card,9,23.7,4,15.8,1,0,5.0,147,6,5,3,4668.77,2,1,5.0,1,1,31.0,0,low,1
18,F,tier3,school,homemaker,high,enterprise,1317.28,65,monthly,0,upi,15,17.6,19,53.6,0,0,10.0,20,6,5,0,15634.18,1,2,2.1,0,0,11.0,0,high,0
29,F,tier3,graduate,salaried,high,enterprise,1035.49,25,biannual,0,upi,8,31.7,15,46.9,8,7,9.0,130,6,3,1,11494.74,3,2,4.7,0,0,6.0,0,medium,1
37,M,tier3,graduate,retired,medium,standard,354.44,17,annual,1,debit_card,8,15.4,11,72.1,0,0,6.0,73,1,3,0,4155.26,2,1,4.4,0,1,17.0,0,high,1
23,F,tier1,graduate,student,low,basic,276.06,8,monthly,1,debit_card,13,27.2,17,74.1,6,5,2.0,147,7,4,2,2125.46,1,0,3.2,1,0,22.0,0,medium,1
39,M,tier1,graduate,student,medium,standard,382.72,12,monthly,1,debit_card,14,26.1,11,12.1,4,3,9.0,135,7,5,1,3687.93,2,2,4.7,1,1,4.0,0,low,1
54,M,tier1,graduate,homemaker,high,standard,559.13,42,annual,1,debit_card,9,17.9,13,42.5,1,0,9.0,130,4,3,3,6097.67,3,0,4.2,1,0,19.0,1,medium,1
28,F,tier1,graduate,retired,low,standard,532.93,27,annual,0,upi,13,20.3,9,73.9,3,2,9.0,82,2,2,2,5359.31,2,1,4.0,1,0,40.0,0,low,1
34,M,tier2,graduate,salaried,low,premium,458.65,36,monthly,1,upi,13,17.9,19,40.5,7,6,4.0,134,0,1,3,5480.82,0,2,2.1,0,0,13.0,0,low,1
63,F,tier3,school,salaried,medium,standard,296.34,21,monthly,1,debit_card,16,13.9,7,64.2,7,6,9.0,94,6,3,1,3224.34,2,0,3.6,0,0,7.0,0,high,1
31,F,tier1,graduate,salaried,medium,premium,484.72,7,annual,1,net_banking,15,24.5,1,0.3,9,7,7.0,24,2,0,3,3377.08,3,2,4.1,1,1,1.0,0,medium,1
64,M,tier2,graduate,salaried,low,premium,564.69,60,monthly,0,upi,12,18.7,8,15.7,9,8,2.0,7,3,5,3,6085.14,2,1,5.0,1,1,40.0,0,low,1
60,F,tier1,graduate,homemaker,high,premium,758.48,26,monthly,0,wallet,8,23.2,4,62.8,8,7,4.0,50,5,2,1,7456.58,3,2,2.6,0,0,10.0,0,medium,1
55,F,tier1,graduate,salaried,medium,premium,426.2,49,annual,0,upi,15,4.4,5,87.2,3,2,4.0,179,2,1,3,4261.01,3,2,4.5,1,1,28.0,1,high,1
45,F,tier1,school,salaried,low,standard,285.62,58,monthly,1,credit_card,6,27.9,8,89.1,7,6,1.0,4,4,2,3,3302.46,2,0,3.0,1,1,27.0,1,high,1
30,F,tier1,graduate,salaried,medium,standard,325.53,58,annual,1,debit_card,13,14.1,6,28.4,5,3,2.0,84,3,1,2,3217.43,2,2,,1,0,7.0,1,medium,1
40,M,tier2,school,self_employed,low,standard,326.43,20,monthly,1,debit_card,9,1.5,15,26.5,0,0,,3,1,0,1,3881.1,3,2,4.3,1,1,5.0,0,high,1
34,M,tier1,graduate,self_employed,low,premium,473.95,37,monthly,1,credit_card,6,22.0,16,53.0,0,0,10.0,36,5,3,0,5666.48,3,0,3.2,1,0,6.0,1,low,1
64,M,tier2,graduate,salaried,very_high,standard,505.16,7,monthly,1,debit_card,12,24.9,6,98.1,9,7,0.0,134,3,5,0,2947.23,3,2,3.4,0,1,15.0,0,low,1
18,F,tier1,postgraduate,salaried,high,basic,327.77,27,monthly,1,credit_card,14,13.2,11,50.9,11,9,8.0,33,5,1,1,3264.9,4,2,2.4,1,1,41.0,1,high,1
39,F,tier1,school,salaried,low,standard,527.03,31,biannual,1,debit_card,9,22.9,8,47.8,10,8,1.0,146,2,0,0,5175.07,1,2,4.6,1,0,42.0,0,high,1
47,F,tier1,postgraduate,self_employed,medium,premium,534.48,58,annual,0,upi,10,,19,16.8,1,0,3.0,53,1,0,1,6039.27,1,2,3.7,1,0,28.0,0,high,0
65,F,tier1,graduate,salaried,medium,basic,266.56,16,biannual,1,credit_card,16,25.8,7,30.0,7,5,3.0,76,3,3,2,3091.41,4,1,4.6,1,0,38.0,1,high,1
27,M,tier1,graduate,student,medium,standard,280.75,13,monthly,0,net_banking,8,26.0,1,70.2,5,4,2.0,23,4,5,1,2773.77,1,2,5.0,0,1,22.0,0,medium,1
40,F,tier2,postgraduate,student,low,basic,301.2,24,annual,0,upi,8,27.4,9,99.9,6,4,3.0,3,4,0,2,3229.67,0,0,4.4,1,0,13.0,0,high,1
34,F,tier3,school,salaried,very_high,basic,317.3,4,biannual,1,upi,6,7.7,6,42.4,7,6,10.0,99,4,0,0,1235.28,1,0,1.8,1,1,44.0,0,medium,1
38,F,tier3,school,salaried,medium,standard,355.91,23,monthly,1,credit_card,8,11.6,5,24.0,9,7,9.0,61,2,1,3,3801.84,1,0,4.2,1,0,19.0,1,low,1
58,M,tier1,school,homemaker,very_high,basic,317.3,70,annual,1,debit_card,11,13.5,4,56.6,10,7,3.0,76,3,0,2,3150.42,2,0,4.4,0,1,37.0,0,low,0
31,F,tier3,graduate,salaried,medium,premium,723.17,11,annual,1,credit_card,16,7.7,5,85.8,6,4,2.0,136,2,1,2,6925.44,3,2,3.3,1,1,15.0,1,low,1
29,M,tier2,graduate,salaried,high,standard,503.06,30,monthly,1,net_banking,7,15.2,17,62.2,1,0,5.0,133,2,1,2,5580.14,2,0,5.0,1,1,15.0,0,high,1
32,F,tier3,postgraduate,salaried,very_high,standard,325.84,61,biannual,1,net_banking,18,27.8,7,61.4,5,4,7.0,101,4,0,3,3239.23,4,1,2.8,0,0,29.0,0,low,0
43,M,tier1,graduate,salaried,high,standard,378.9,35,monthly,1,debit_card,9,20.8,1,63.5,4,3,2.0,127,4,4,1,4071.39,4,1,2.7,1,0,20.0,0,low,1
51,F,tier1,graduate,salaried,low,standard,313.45,68,monthly,0,debit_card,15,22.0,7,1.7,0,0,,138,5,1,0,3264.38,2,1,3.5,0,1,27.0,1,medium,0
53,F,tier3,school,self_employed,low,standard,411.53,63,monthly,1,upi,10,2.0,2,8.2,3,2,4.0,70,7,1,3,4552.1,0,0,4.1,1,1,15.0,0,high,0
64,M,tier1,postgraduate,homemaker,medium,premium,413.87,52,monthly,1,debit_card,12,28.0,2,11.4,0,0,8.0,17,0,1,0,4491.34,1,1,4.3,1,0,,0,high,0
28,M,tier3,postgraduate,salaried,medium,standard,402.09,21,monthly,1,wallet,10,25.4,19,40.1,0,0,5.0,156,5,1,0,4351.15,2,2,2.8,1,0,19.0,0,medium,1
71,M,tier1,graduate,homemaker,low,standard,545.12,51,annual,1,debit_card,6,12.3,18,83.9,2,1,2.0,16,1,4,2,5827.82,2,0,4.0,1,0,,0,high,1
43,F,tier2,postgraduate,salaried,low,standard,432.06,46,annual,1,credit_card,11,15.6,16,76.0,7,6,5.0,127,6,0,0,4550.54,2,2,3.7,1,1,6.0,1,medium,0
45,M,tier2,graduate,salaried,medium,enterprise,1052.69,27,monthly,1,credit_card,17,14.6,5,31.3,7,6,0.0,54,6,0,0,12232.95,4,2,2.5,1,0,5.0,1,high,1
60,M,tier3,school,salaried,medium,enterprise,764.43,26,annual,1,upi,15,19.3,13,76.6,8,7,6.0,105,5,5,2,8547.72,0,0,3.1,1,1,30.0,0,high,1
31,M,tier1,graduate,retired,medium,standard,283.66,6,annual,0,upi,6,25.6,18,42.2,2,1,4.0,33,7,3,3,1403.98,4,1,3.6,1,0,7.0,0,low,1
34,M,tier1,postgraduate,homemaker,very_high,premium,475.3,33,annual,0,upi,10,,10,65.3,10,8,9.0,24,5,1,2,4563.61,3,1,4.0,1,1,29.0,1,medium,1
35,M,tier2,graduate,student,medium,enterprise,722.79,40,annual,1,credit_card,6,16.3,18,77.9,6,4,2.0,5,5,3,0,8274.63,1,2,3.6,1,1,,0,medium,1
37,F,tier1,postgraduate,retired,medium,standard,316.25,28,monthly,0,credit_card,11,9.6,13,7.7,7,5,9.0,19,4,2,1,3583.02,0,1,2.8,1,1,11.0,0,low,1
30,M,tier3,graduate,salaried,low,premium,793.36,33,biannual,0,upi,14,13.1,3,57.1,7,6,0.0,96,2,5,2,9372.32,1,0,3.2,1,0,3.0,0,high,0
35,F,tier2,graduate,salaried,medium,enterprise,909.72,41,monthly,0,debit_card,7,24.4,1,94.7,5,4,6.0,150,2,4,3,10852.26,3,0,5.0,1,0,21.0,0,low,1
66,F,tier2,graduate,homemaker,medium,standard,404.78,62,monthly,0,credit_card,7,17.9,11,96.7,2,1,5.0,175,5,5,1,4018.05,0,2,3.7,0,1,4.0,0,medium,1
52,M,tier1,graduate,self_employed,medium,enterprise,711.27,33,monthly,0,debit_card,20,4.8,12,85.8,6,5,8.0,37,7,4,1,7162.37,1,2,4.0,0,1,6.0,0,low,1
48,M,tier2,graduate,retired,medium,standard,393.15,19,annual,1,wallet,10,16.1,12,3.1,5,4,9.0,137,1,0,3,4661.13,1,2,3.2,1,0,35.0,0,low,1
36,M,tier2,postgraduate,homemaker,high,enterprise,1096.2,63,biannual,0,upi,17,27.6,7,36.0,2,1,7.0,70,0,5,0,12020.9,3,1,4.6,1,1,31.0,0,high,0
21,M,tier1,graduate,retired,medium,premium,710.1,47,monthly,1,upi,12,15.2,1,84.2,10,9,10.0,2,5,1,1,7178.67,4,1,4.1,1,1,,0,high,1
53,F,tier1,graduate,salaried,,basic,379.45,7,monthly,1,credit_card,9,25.4,10,51.3,9,7,1.0,11,2,5,3,2592.07,1,1,4.3,1,1,4.0,0,medium,1
65,F,tier3,graduate,homemaker,medium,standard,328.83,57,monthly,1,net_banking,8,25.7,13,81.1,5,4,,151,3,0,2,3545.02,0,0,4.1,0,1,30.0,1,medium,1
44,M,tier2,graduate,salaried,low,standard,507.87,48,monthly,1,net_banking,19,22.3,10,28.9,4,3,3.0,131,2,0,1,5379.48,3,0,3.5,1,1,17.0,0,medium,0
41,F,tier3,postgraduate,self_employed,high,standard,550.21,58,monthly,1,upi,14,17.4,12,83.2,1,0,0.0,63,6,4,3,6160.59,4,1,4.1,1,0,12.0,0,medium,1
56,M,tier3,postgraduate,retired,medium,standard,514.41,51,annual,0,debit_card,11,10.4,3,5.8,8,5,6.0,102,5,4,1,5204.75,3,2,2.2,1,1,19.0,1,medium,1
46,M,tier1,graduate,homemaker,medium,basic,245.98,59,annual,0,credit_card,8,12.0,14,48.0,4,2,6.0,80,4,4,1,2726.93,0,2,2.6,0,1,29.0,0,medium,1
69,Other,tier2,graduate,salaried,low,enterprise,931.55,58,monthly,1,credit_card,10,20.4,3,50.6,5,3,1.0,147,7,2,1,9475.32,2,1,,1,0,22.0,0,low,1
63,F,tier3,graduate,self_employed,medium,premium,512.32,49,monthly,0,credit_card,19,20.6,17,75.0,6,5,2.0,77,2,3,2,5142.12,4,1,3.8,0,0,25.0,0,medium,0
27,M,tier3,graduate,self_employed,low,standard,420.74,43,monthly,1,debit_card,19,,17,82.3,7,6,6.0,40,6,5,2,4228.05,4,0,3.7,0,1,1.0,1,medium,1
42,F,tier2,graduate,self_employed,high,standard,403.9,38,monthly,1,debit_card,10,13.8,8,68.4,6,5,7.0,69,7,0,1,4030.87,3,2,,0,1,6.0,0,medium,1
33,F,tier2,graduate,homemaker,low,premium,630.91,53,monthly,1,upi,14,12.1,5,75.4,0,0,0.0,152,7,3,3,7126.99,3,2,4.1,1,1,43.0,1,medium,1
69,F,tier2,graduate,salaried,medium,premium,794.24,47,annual,1,credit_card,7,24.4,8,85.9,6,5,5.0,65,4,1,0,8343.09,3,1,5.0,0,0,34.0,0,low,0
41,F,tier1,graduate,student,medium,premium,727.91,13,monthly,0,debit_card,12,12.5,4,0.5,11,9,3.0,116,7,4,3,8478.98,4,1,2.8,0,1,33.0,0,medium,1
25,F,tier1,graduate,homemaker,high,basic,221.3,21,biannual,1,debit_card,9,21.6,10,68.3,10,8,,113,3,0,2,2603.44,0,1,5.0,1,1,16.0,0,medium,1
52,M,tier1,school,salaried,low,basic,265.35,63,monthly,0,credit_card,15,7.7,8,10.0,9,6,4.0,58,4,3,0,3039.06,4,2,4.5,0,0,44.0,0,medium,1
41,F,tier3,school,self_employed,very_high,premium,586.84,54,annual,0,credit_card,12,18.2,8,50.6,9,7,4.0,106,2,5,2,6491.09,4,0,3.4,1,1,16.0,1,medium,1
27,F,tier2,graduate,salaried,low,standard,476.65,7,annual,0,net_banking,10,19.1,17,32.6,5,4,4.0,74,0,4,1,2752.24,0,2,3.2,1,1,34.0,1,low,1
19,F,tier2,graduate,retired,very_high,basic,383.18,4,monthly,1,upi,13,8.3,1,3.5,11,9,6.0,125,5,4,0,1418.01,4,1,3.3,1,1,25.0,0,low,1
37,F,tier2,graduate,self_employed,high,standard,428.04,39,monthly,1,upi,16,,16,31.2,0,0,10.0,143,6,2,0,4667.74,1,1,3.7,0,0,35.0,0,low,0
